fonction,localisation,experience,management,diplome,secteur,salaire_min_k,salaire_moyen_k,salaire_max_k,note,source
Inside Sales / SDR / BDR,Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"60,54 K€","67,27 K€","84,08 K€",effectif,DataRecrutement
Inside Sales / SDR / BDR,Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"64,59 K€","71,76 K€","89,71 K€",effectif,DataRecrutement
Inside Sales / SDR / BDR,Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"74,71 K€","83,01 K€","103,76 K€",effectif,DataRecrutement
Inside Sales / SDR / BDR,Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"105,06 K€","116,73 K€","145,92 K€",effectif,DataRecrutement
Customer Success Manager,Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"38,61 K€","42,90 K€","53,62 K€",effectif,DataRecrutement
Customer Success Manager,Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"40,37 K€","44,86 K€","56,07 K€",effectif,DataRecrutement
Customer Success Manager,Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"42,14 K€","46,82 K€","58,52 K€",effectif,DataRecrutement
Customer Success Manager,Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"43,90 K€","48,78 K€","60,97 K€",effectif,DataRecrutement
Customer Success Manager,Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"45,67 K€","50,74 K€","63,42 K€",effectif,DataRecrutement
Customer Success Manager,Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"47,43 K€","52,70 K€","65,88 K€",effectif,DataRecrutement
Customer Success Manager,Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"52,73 K€","58,58 K€","73,23 K€",effectif,DataRecrutement
Customer Success Manager,Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"56,26 K€","62,51 K€","78,13 K€",effectif,DataRecrutement
Customer Success Manager,Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"65,08 K€","72,31 K€","90,39 K€",effectif,DataRecrutement
Customer Success Manager,Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"91,55 K€","101,72 K€","127,16 K€",effectif,DataRecrutement
Pre-sales,Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"48,18 K€","53,54 K€","66,92 K€",effectif,DataRecrutement
Pre-sales,Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"51,24 K€","56,93 K€","71,17 K€",effectif,DataRecrutement
Pre-sales,Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"54,30 K€","60,33 K€","75,42 K€",effectif,DataRecrutement
Pre-sales,Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"57,36 K€","63,73 K€","79,66 K€",effectif,DataRecrutement
Pre-sales,Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"60,42 K€","67,13 K€","83,91 K€",effectif,DataRecrutement
Pre-sales,Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"63,48 K€","70,53 K€","88,16 K€",effectif,DataRecrutement
Pre-sales,Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"72,65 K€","80,72 K€","100,91 K€",effectif,DataRecrutement
Pre-sales,Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"78,77 K€","87,52 K€","109,40 K€",effectif,DataRecrutement
Pre-sales,Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"94,06 K€","104,51 K€","130,64 K€",effectif,DataRecrutement
Pre-sales,Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"139,94 K€","155,49 K€","194,37 K€",effectif,DataRecrutement
Trafic Manager ou Responsable SEO / SEA,Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"39,11 K€","43,46 K€","54,32 K€",effectif,DataRecrutement
Trafic Manager ou Responsable SEO / SEA,Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"40,89 K€","45,44 K€","56,80 K€",effectif,DataRecrutement
Trafic Manager ou Responsable SEO / SEA,Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"42,68 K€","47,42 K€","59,28 K€",effectif,DataRecrutement
Trafic Manager ou Responsable SEO / SEA,Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"44,46 K€","49,40 K€","61,76 K€",effectif,DataRecrutement
Trafic Manager ou Responsable SEO / SEA,Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"46,25 K€","51,39 K€","64,23 K€",effectif,DataRecrutement
Trafic Manager ou Responsable SEO / SEA,Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"48,03 K€","53,37 K€","66,71 K€",effectif,DataRecrutement
Trafic Manager ou Responsable SEO / SEA,Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"53,39 K€","59,32 K€","74,15 K€",effectif,DataRecrutement
Trafic Manager ou Responsable SEO / SEA,Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"56,95 K€","63,28 K€","79,10 K€",effectif,DataRecrutement
Trafic Manager ou Responsable SEO / SEA,Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"65,88 K€","73,20 K€","91,50 K€",effectif,DataRecrutement
Trafic Manager ou Responsable SEO / SEA,Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"92,64 K€","102,94 K€","128,67 K€",effectif,DataRecrutement
Directeur Artistique,Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"39,31 K€","43,68 K€","54,60 K€",effectif,DataRecrutement
Directeur Artistique,Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"41,81 K€","46,45 K€","58,07 K€",effectif,DataRecrutement
Directeur Artistique,Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"44,30 K€","49,23 K€","61,53 K€",effectif,DataRecrutement
Directeur Artistique,Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"46,80 K€","52,00 K€","65,00 K€",effectif,DataRecrutement
Directeur Artistique,Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"49,29 K€","54,77 K€","68,46 K€",effectif,DataRecrutement
Directeur Artistique,Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"51,79 K€","57,54 K€","71,93 K€",effectif,DataRecrutement
Directeur Artistique,Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"59,28 K€","65,86 K€","82,33 K€",effectif,DataRecrutement
Directeur Artistique,Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"64,27 K€","71,41 K€","89,26 K€",effectif,DataRecrutement
Directeur Artistique,Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"76,75 K€","85,27 K€","106,59 K€",effectif,DataRecrutement
Directeur Artistique,Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"114,18 K€","126,87 K€","158,58 K€",effectif,DataRecrutement
Programmatic campaign manager,Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"38,10 K€","42,34 K€","52,92 K€",effectif,DataRecrutement
Programmatic campaign manager,Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"39,84 K€","44,27 K€","55,33 K€",effectif,DataRecrutement
Programmatic campaign manager,Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"41,58 K€","46,20 K€","57,75 K€",effectif,DataRecrutement
Programmatic campaign manager,Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"43,32 K€","48,13 K€","60,16 K€",effectif,DataRecrutement
Programmatic campaign manager,Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"45,06 K€","50,06 K€","62,58 K€",effectif,DataRecrutement
Programmatic campaign manager,Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"46,79 K€","51,99 K€","64,99 K€",effectif,DataRecrutement
Programmatic campaign manager,Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"52,01 K€","57,79 K€","72,24 K€",effectif,DataRecrutement
Programmatic campaign manager,Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"55,49 K€","61,65 K€","77,06 K€",effectif,DataRecrutement
Programmatic campaign manager,Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"64,18 K€","71,31 K€","89,14 K€",effectif,DataRecrutement
Programmatic campaign manager,Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"90,26 K€","100,28 K€","125,35 K€",effectif,DataRecrutement
Growth Hacker,Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"40,28 K€","44,76 K€","55,94 K€",effectif,DataRecrutement
Growth Hacker,Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"42,12 K€","46,80 K€","58,50 K€",effectif,DataRecrutement
Growth Hacker,Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"43,96 K€","48,84 K€","61,05 K€",effectif,DataRecrutement
Growth Hacker,Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"45,79 K€","50,88 K€","63,60 K€",effectif,DataRecrutement
Growth Hacker,Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"47,63 K€","52,92 K€","66,15 K€",effectif,DataRecrutement
Growth Hacker,Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"49,47 K€","54,96 K€","68,71 K€",effectif,DataRecrutement
Growth Hacker,Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"54,98 K€","61,09 K€","76,36 K€",effectif,DataRecrutement
Growth Hacker,Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"58,66 K€","65,17 K€","81,47 K€",effectif,DataRecrutement
Growth Hacker,Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"67,85 K€","75,38 K€","94,23 K€",effectif,DataRecrutement
Growth Hacker,Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"95,41 K€","106,01 K€","132,52 K€",effectif,DataRecrutement
Brand Manager,Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"40,82 K€","45,36 K€","56,70 K€",effectif,DataRecrutement
Brand Manager,Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"42,28 K€","46,98 K€","58,73 K€",effectif,DataRecrutement
Brand Manager,Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"43,74 K€","48,60 K€","60,75 K€",effectif,DataRecrutement
Brand Manager,Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"45,20 K€","50,22 K€","62,78 K€",effectif,DataRecrutement
Brand Manager,Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"46,66 K€","51,84 K€","64,80 K€",effectif,DataRecrutement
Brand Manager,Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"48,11 K€","53,46 K€","66,83 K€",effectif,DataRecrutement
Brand Manager,Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"52,49 K€","58,32 K€","72,90 K€",effectif,DataRecrutement
Brand Manager,Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"55,40 K€","61,56 K€","76,95 K€",effectif,DataRecrutement
Brand Manager,Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"62,69 K€","69,66 K€","87,08 K€",effectif,DataRecrutement
Brand Manager,Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"84,56 K€","93,96 K€","117,45 K€",effectif,DataRecrutement
Content Manager,Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"38,51 K€","42,78 K€","53,48 K€",effectif,DataRecrutement
Content Manager,Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"40,26 K€","44,74 K€","55,92 K€",effectif,DataRecrutement
Content Manager,Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"42,02 K€","46,69 K€","58,36 K€",effectif,DataRecrutement
Content Manager,Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"43,78 K€","48,64 K€","60,80 K€",effectif,DataRecrutement
Content Manager,Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"45,53 K€","50,59 K€","63,24 K€",effectif,DataRecrutement
Content Manager,Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"47,29 K€","52,54 K€","65,68 K€",effectif,DataRecrutement
Content Manager,Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"52,56 K€","58,40 K€","73,00 K€",effectif,DataRecrutement
Content Manager,Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"56,07 K€","62,30 K€","77,88 K€",effectif,DataRecrutement
Content Manager,Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"64,86 K€","72,06 K€","90,08 K€",effectif,DataRecrutement
Content Manager,Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"91,21 K€","101,34 K€","126,68 K€",effectif,DataRecrutement
Social Media Manager,Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"39,77 K€","44,18 K€","55,23 K€",effectif,DataRecrutement
Social Media Manager,Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"41,58 K€","46,20 K€","57,75 K€",effectif,DataRecrutement
Social Media Manager,Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"43,39 K€","48,22 K€","60,27 K€",effectif,DataRecrutement
Social Media Manager,Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"45,21 K€","50,23 K€","62,79 K€",effectif,DataRecrutement
Social Media Manager,Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"47,02 K€","52,25 K€","65,31 K€",effectif,DataRecrutement
Social Media Manager,Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"48,84 K€","54,26 K€","67,83 K€",effectif,DataRecrutement
Social Media Manager,Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"54,28 K€","60,31 K€","75,39 K€",effectif,DataRecrutement
Social Media Manager,Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"57,91 K€","64,34 K€","80,43 K€",effectif,DataRecrutement
Social Media Manager,Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"66,98 K€","74,42 K€","93,03 K€",effectif,DataRecrutement
Social Media Manager,Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"94,19 K€","104,66 K€","130,83 K€",effectif,DataRecrutement
Community manager,Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"38,02 K€","42,25 K€","52,81 K€",effectif,DataRecrutement
Community manager,Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"39,76 K€","44,17 K€","55,22 K€",effectif,DataRecrutement
Community manager,Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"41,49 K€","46,10 K€","57,63 K€",effectif,DataRecrutement
Community manager,Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"43,23 K€","48,03 K€","60,04 K€",effectif,DataRecrutement
Community manager,Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"44,96 K€","49,96 K€","62,45 K€",effectif,DataRecrutement
Community manager,Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"46,70 K€","51,88 K€","64,85 K€",effectif,DataRecrutement
Community manager,Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"51,90 K€","57,67 K€","72,08 K€",effectif,DataRecrutement
Community manager,Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"55,37 K€","61,52 K€","76,90 K€",effectif,DataRecrutement
Community manager,Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"64,04 K€","71,16 K€","88,95 K€",effectif,DataRecrutement
Community manager,Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"90,06 K€","100,07 K€","125,09 K€",effectif,DataRecrutement
Expert CRM,Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"42,46 K€","47,17 K€","58,97 K€",effectif,DataRecrutement
Expert CRM,Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"44,39 K€","49,33 K€","61,66 K€",effectif,DataRecrutement
Expert CRM,Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"46,33 K€","51,48 K€","64,35 K€",effectif,DataRecrutement
Expert CRM,Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"48,27 K€","53,63 K€","67,04 K€",effectif,DataRecrutement
Expert CRM,Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"50,21 K€","55,78 K€","69,73 K€",effectif,DataRecrutement
Expert CRM,Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"52,14 K€","57,94 K€","72,42 K€",effectif,DataRecrutement
Expert CRM,Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"57,95 K€","64,39 K€","80,49 K€",effectif,DataRecrutement
Expert CRM,Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"61,83 K€","68,70 K€","85,87 K€",effectif,DataRecrutement
Expert CRM,Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"71,51 K€","79,46 K€","99,32 K€",effectif,DataRecrutement
Expert CRM,Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"100,57 K€","111,74 K€","139,68 K€",effectif,DataRecrutement
"RP, influence & Event Manager",Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"38,21 K€","42,46 K€","53,07 K€",effectif,DataRecrutement
"RP, influence & Event Manager",Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"39,95 K€","44,39 K€","55,49 K€",effectif,DataRecrutement
"RP, influence & Event Manager",Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"41,70 K€","46,33 K€","57,91 K€",effectif,DataRecrutement
"RP, influence & Event Manager",Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"43,44 K€","48,27 K€","60,34 K€",effectif,DataRecrutement
"RP, influence & Event Manager",Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"45,18 K€","50,21 K€","62,76 K€",effectif,DataRecrutement
"RP, influence & Event Manager",Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"46,93 K€","52,14 K€","65,18 K€",effectif,DataRecrutement
"RP, influence & Event Manager",Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"52,16 K€","57,95 K€","72,44 K€",effectif,DataRecrutement
"RP, influence & Event Manager",Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"55,65 K€","61,83 K€","77,28 K€",effectif,DataRecrutement
"RP, influence & Event Manager",Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"64,36 K€","71,51 K€","89,39 K€",effectif,DataRecrutement
"RP, influence & Event Manager",Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"90,51 K€","100,57 K€","125,71 K€",effectif,DataRecrutement
CFO,Hors Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"46,29 K€","51,43 K€","64,29 K€",effectif,DataRecrutement
CFO,Hors Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"50,97 K€","56,63 K€","70,79 K€",effectif,DataRecrutement
CFO,Hors Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"55,65 K€","61,83 K€","77,28 K€",effectif,DataRecrutement
CFO,Hors Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"60,33 K€","67,03 K€","83,79 K€",effectif,DataRecrutement
CFO,Hors Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"65,01 K€","72,23 K€","90,29 K€",effectif,DataRecrutement
CFO,Hors Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"69,69 K€","77,43 K€","96,78 K€",effectif,DataRecrutement
CFO,Hors Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"83,73 K€","93,03 K€","116,29 K€",effectif,DataRecrutement
CFO,Hors Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"93,09 K€","103,43 K€","129,28 K€",effectif,DataRecrutement
